,PCP1,PCP2,PCP3,PCP4,PCP5,PCP6,PCP7,PCP8,PCP9,PCP10,PCP11,PCP12,Label
1862,0.37087882,0.42318347,0.45023093,0.49226826,0.33778647,0.22886889,0.2600969,0.31378198,0.28358725,0.3445019,0.34268883,0.26088828,ang
1868,0.4911456,0.48947203,0.5218752,0.44743633,0.37539873,0.5164929,0.4472928,0.5309995,0.5784289,0.5625689,0.53272694,0.47572744,sad
1869,0.40817565,0.3773702,0.4251793,0.41531888,0.30416375,0.33589977,0.3425314,0.41273478,0.49114165,0.5191157,0.5408099,0.46534768,sad
1870,0.5645012,0.56620497,0.5264039,0.3847921,0.3353413,0.34399763,0.31188473,0.3372287,0.39461523,0.43732807,0.4320765,0.5150874,sad
1871,0.68022287,0.55932254,0.5224896,0.411901,0.412441,0.47457764,0.47180143,0.546981,0.4938205,0.49657506,0.49545607,0.6582174,sad
1872,0.40914765,0.38850352,0.3845257,0.30597684,0.3220011,0.3130088,0.2513844,0.26899323,0.35790017,0.53621274,0.52677524,0.47791287,sad
1873,0.5497309,0.66314816,0.60179913,0.4646339,0.36739668,0.37367544,0.301286,0.29042238,0.34848738,0.44982755,0.46497455,0.46685836,sad
1874,0.4788701,0.5407569,0.37995756,0.25773618,0.27022165,0.27082813,0.22371192,0.22531533,0.31458807,0.4773037,0.43579736,0.40780324,sad
1875,0.498605,0.47156653,0.4853664,0.43149364,0.41560125,0.4367751,0.35488096,0.40680617,0.52934533,0.61908674,0.49600288,0.4896138,sad
1876,0.5499057,0.4901333,0.46997687,0.37333295,0.34694073,0.31555745,0.23583469,0.22408362,0.25941846,0.32772985,0.40187818,0.5493668,sad
1877,0.48441458,0.47809187,0.45532954,0.3737942,0.44532147,0.403861,0.31860432,0.3872954,0.5272189,0.6354364,0.4866849,0.48510534,sad
1878,0.45417523,0.5517198,0.50820905,0.4430997,0.41628146,0.31411085,0.21010074,0.22966482,0.25742316,0.2775411,0.28010944,0.33628204,sad
1879,0.463712,0.57038784,0.6000378,0.48824897,0.45209476,0.37094668,0.33196625,0.36953,0.40997186,0.44280025,0.41093928,0.44460523,sad
1880,0.45234972,0.37705675,0.33129817,0.30987167,0.24607429,0.3323051,0.33908677,0.38313892,0.5234512,0.56275785,0.45887092,0.41481027,sad
1881,0.60940015,0.6694559,0.6031527,0.4197375,0.43742815,0.45457876,0.43408078,0.5003099,0.54754835,0.54155767,0.4936302,0.59865916,sad
1889,0.56776655,0.46034428,0.42903355,0.4060767,0.40852302,0.43678007,0.41668057,0.41689208,0.44019285,0.47510126,0.46816155,0.59631974,sad
1894,0.8460162,0.58433306,0.52733874,0.45309234,0.37964022,0.5241141,0.4442059,0.49906015,0.47845656,0.470332,0.48311192,0.666859,sad
1895,0.31932834,0.29641476,0.26737115,0.3000545,0.4629947,0.43484092,0.34207296,0.299576,0.31199387,0.32753864,0.3425783,0.27783525,exc
1896,0.36217576,0.38286918,0.44305328,0.4231221,0.42073432,0.4755368,0.48968866,0.46041194,0.46767873,0.4202281,0.3722588,0.33231583,exc
1899,0.39373428,0.35361665,0.31799746,0.23759362,0.26533547,0.41543233,0.38590875,0.35486576,0.34749094,0.4558897,0.51155037,0.49057534,exc
1904,0.35825545,0.377085,0.35434726,0.29880112,0.29606977,0.27245468,0.21776253,0.21362984,0.20398295,0.21172473,0.29738694,0.34177065,exc
1906,0.3316599,0.33159146,0.31334916,0.29027355,0.2925888,0.31086665,0.3144946,0.24186076,0.23709251,0.29044697,0.42854065,0.48325133,exc
1907,0.33263397,0.30483386,0.19389896,0.19907571,0.2704822,0.24663657,0.2597327,0.19064292,0.19367279,0.35809347,0.3715967,0.31432283,exc
1908,0.2714661,0.22769219,0.19803289,0.1866391,0.23171994,0.27931067,0.26678774,0.27959678,0.32460397,0.34804976,0.39270473,0.36071435,exc
1909,0.33604875,0.35283014,0.32162246,0.30553952,0.35561696,0.30817786,0.27350205,0.20856741,0.18436217,0.23468879,0.3050423,0.31762484,exc
1916,0.33139086,0.31510228,0.2765214,0.26668888,0.28227627,0.29986525,0.30007488,0.29578397,0.29360795,0.3861479,0.45635363,0.43008757,exc
1919,0.2822594,0.31057692,0.39382425,0.32503408,0.29560193,0.3063746,0.29159886,0.33297855,0.29868564,0.30885404,0.45812234,0.38493553,exc
1923,0.28433973,0.26649,0.2485991,0.33351174,0.37847516,0.36575124,0.34038723,0.34672353,0.292665,0.24904494,0.30175686,0.31371996,exc
1931,0.37608775,0.43766376,0.44142497,0.351955,0.24448748,0.30905676,0.40429476,0.33617494,0.33813578,0.33340293,0.3067257,0.34275967,exc
1938,0.41266477,0.34038782,0.354062,0.38761118,0.40640578,0.38470015,0.40414676,0.4486605,0.3362691,0.28999874,0.31854433,0.39656743,exc
1950,0.3315385,0.31884396,0.31557846,0.35618043,0.38655987,0.36513162,0.39128226,0.33813828,0.32132357,0.26888272,0.26357332,0.28523028,exc
1951,0.41936377,0.44015115,0.49906304,0.39644748,0.36418286,0.32880244,0.3009283,0.35701367,0.31333295,0.33476242,0.33207262,0.37765518,exc
1962,0.41197923,0.36481807,0.4118035,0.46260694,0.38742286,0.2794536,0.31513056,0.358677,0.3626634,0.38074645,0.3405526,0.4036057,sad
1969,0.32599056,0.32826957,0.34721893,0.29772374,0.21294995,0.24992143,0.32964712,0.42644385,0.43663535,0.41894284,0.4142758,0.39569345,sad
1998,0.44133034,0.51005626,0.4166105,0.355661,0.29609293,0.25115404,0.22231798,0.18713881,0.1845777,0.24600835,0.285026,0.34321675,ang
2002,0.39202878,0.36586982,0.35127553,0.34959525,0.3128501,0.37400073,0.31634343,0.24698651,0.30465314,0.41502935,0.49792635,0.4516567,ang
2011,0.35581297,0.36649454,0.31857768,0.21418801,0.2302468,0.31895676,0.34840325,0.22705735,0.1814291,0.27419585,0.29769614,0.33729765,ang
2037,0.60188407,0.48149842,0.46255946,0.46602213,0.44317803,0.52108675,0.4138478,0.4240169,0.5307388,0.57885784,0.5593582,0.5841055,sad
2038,0.4749002,0.49014592,0.5640368,0.5110911,0.44517538,0.37523007,0.25810823,0.27296242,0.29502806,0.32093713,0.3510956,0.44999877,sad
2039,0.33914012,0.38841507,0.5001455,0.46628234,0.41277176,0.45935658,0.4105483,0.292632,0.24636768,0.24625227,0.25639123,0.31129587,sad
2040,0.5895046,0.4805371,0.4868903,0.51978475,0.5932386,0.68739814,0.43746093,0.41682118,0.474506,0.4886476,0.43381375,0.49785927,sad
2041,0.33099887,0.26981845,0.33771712,0.4043872,0.4676141,0.50150305,0.45270252,0.34547192,0.29367647,0.22007975,0.24368164,0.38894188,sad
2042,0.49894938,0.59100556,0.7109591,0.46461302,0.30594087,0.32610318,0.27694297,0.30113474,0.28472352,0.28170297,0.287588,0.4129722,sad
2043,0.57610226,0.56089973,0.54114,0.41534355,0.32208827,0.3652299,0.3198028,0.35236356,0.41503143,0.41912004,0.37149656,0.47067505,sad
2044,0.44027585,0.46882957,0.44712085,0.4370908,0.4621054,0.45035055,0.34463343,0.31224725,0.31788218,0.27761006,0.26066747,0.33810312,sad
2045,0.6092217,0.44000062,0.42165166,0.3803493,0.31883568,0.40715438,0.3590301,0.39696005,0.45170614,0.48986787,0.5280693,0.6429263,sad
2046,0.41489628,0.38083988,0.42765528,0.4489803,0.44028264,0.49639088,0.36559832,0.2642885,0.30570257,0.33930704,0.28957105,0.3775975,sad
2047,0.6996153,0.6028297,0.6181768,0.5621886,0.44970167,0.47523403,0.38056806,0.43984336,0.5173691,0.5015384,0.5014464,0.6497896,sad
2048,0.4266931,0.3378045,0.34055403,0.40167144,0.43091685,0.5040407,0.48792297,0.51003444,0.45235637,0.35178345,0.30260772,0.35088137,sad
2049,0.353275,0.29080036,0.23081942,0.20534082,0.24602734,0.38267225,0.48746416,0.46639267,0.3859685,0.30061057,0.23628056,0.31191307,sad
2050,0.5825861,0.50045013,0.49372616,0.38075334,0.31741393,0.34943426,0.30625182,0.35047665,0.3953864,0.39521432,0.45030534,0.6093166,sad
2051,0.7934818,0.51368815,0.49849126,0.45834026,0.3617842,0.4270155,0.3383557,0.40169922,0.47528222,0.5430338,0.6281017,0.8446781,sad
2073,0.44982186,0.6073738,0.49510145,0.4359038,0.42087385,0.34529245,0.25748253,0.2685555,0.28676602,0.28065744,0.2523889,0.34262607,exc
2074,0.28464645,0.48171768,0.45378453,0.28054303,0.25133988,0.23460422,0.28371632,0.28317744,0.2921112,0.30369544,0.26024812,0.22545318,exc
2075,0.30407494,0.3682872,0.27577457,0.24355027,0.26197743,0.2827506,0.27500427,0.2033745,0.28026626,0.33741298,0.2155117,0.21244265,exc
2076,0.21881193,0.30410266,0.5380798,0.46923715,0.30667558,0.21479195,0.23702843,0.35647452,0.43413395,0.4569006,0.33020002,0.23745178,exc
2077,0.3537153,0.32269546,0.29844424,0.3429741,0.49906003,0.5411399,0.43714187,0.39448884,0.41427958,0.53600585,0.50136197,0.38060018,exc
2078,0.34930623,0.40463147,0.38314787,0.40639058,0.33261064,0.241037,0.24919969,0.19532476,0.23965059,0.29716444,0.385551,0.32540616,exc
2079,0.33560327,0.3317356,0.25333795,0.26429972,0.30719247,0.30460885,0.23688623,0.23525734,0.25696418,0.30019614,0.35499406,0.3329676,exc
2080,0.4472849,0.37672818,0.32302073,0.2569362,0.24057966,0.22282982,0.2511727,0.2634723,0.20271145,0.286085,0.37149885,0.47199476,exc
2081,0.34127155,0.28073445,0.3045186,0.37307096,0.40256476,0.41426405,0.47197956,0.43330756,0.33412936,0.270557,0.2554347,0.3116658,exc
2082,0.3483719,0.34085658,0.38284743,0.31535584,0.2388419,0.19944866,0.23129135,0.42194295,0.42975318,0.32896838,0.35415643,0.40683883,exc
2083,0.3259215,0.3239458,0.3187543,0.24269457,0.24202512,0.30738574,0.35375375,0.3083509,0.2922231,0.24355246,0.32418585,0.3629892,exc
2084,0.43790916,0.41792405,0.4313992,0.35615572,0.3003429,0.2662095,0.27931732,0.3396117,0.3008493,0.32648343,0.4210447,0.50743926,exc
2085,0.38421848,0.33103955,0.27614906,0.22490628,0.21238633,0.26243776,0.25535652,0.30036983,0.38645616,0.4922862,0.5385901,0.45633462,exc
2086,0.17335431,0.19751754,0.2193067,0.18676947,0.17911819,0.25758982,0.40097156,0.4654624,0.45293844,0.35516846,0.33785847,0.25175074,exc
2087,0.30563885,0.33845866,0.29645672,0.24267527,0.24573702,0.2267214,0.31511214,0.36598173,0.31746334,0.3463529,0.39534232,0.34995598,exc
2088,0.2880825,0.24082632,0.18595274,0.2102481,0.28636914,0.2617527,0.2893712,0.2843883,0.27321085,0.38877094,0.4609361,0.42514715,exc
2089,0.34662065,0.27831313,0.21819709,0.21643293,0.2887158,0.36022627,0.40743893,0.41585428,0.32833463,0.34444824,0.3971503,0.37611464,exc
2090,0.3488962,0.31562623,0.26946664,0.2775233,0.28545082,0.26939332,0.26539177,0.21388488,0.23130731,0.31977245,0.35597175,0.35174626,exc
2091,0.3365546,0.20686492,0.19766933,0.18675107,0.18297519,0.24642202,0.3075518,0.38639304,0.39635712,0.3357447,0.34604174,0.41158405,exc
2092,0.34644184,0.25086877,0.16667186,0.13243799,0.2714575,0.27050242,0.19585344,0.18412803,0.22038983,0.3755789,0.5037592,0.5201806,exc
2093,0.3712888,0.33559167,0.35543513,0.38438073,0.34355327,0.30173963,0.24744728,0.27550313,0.25616875,0.2753284,0.32705432,0.36793074,exc
2094,0.33061484,0.27072248,0.2610298,0.24932703,0.2296261,0.27511057,0.2987167,0.38481164,0.40411806,0.39598572,0.41947982,0.4198523,exc
2095,0.24564111,0.26640287,0.20251891,0.18109502,0.23178263,0.35901588,0.5589301,0.49462634,0.29793602,0.26986152,0.2630366,0.2879406,exc
2096,0.3469849,0.2923891,0.33549172,0.28781235,0.2423794,0.18058693,0.25033942,0.30503103,0.17085436,0.097679116,0.16438057,0.2923332,exc
2097,0.33914757,0.3701828,0.3934671,0.31819728,0.3526499,0.3605713,0.3497387,0.3453775,0.35169497,0.35037732,0.339969,0.38009843,exc
2098,0.3076671,0.2721194,0.22834753,0.29459208,0.32939175,0.31411698,0.23454453,0.29187217,0.2518377,0.2548608,0.36121416,0.3079494,exc
2099,0.3475309,0.31409794,0.32005715,0.27864602,0.21831958,0.28059325,0.30498973,0.33886647,0.43438813,0.3807931,0.3785589,0.4540906,exc
2100,0.3872507,0.43765256,0.35740185,0.3925223,0.3417272,0.25545532,0.31472427,0.31028432,0.29160923,0.24564013,0.28428686,0.41868564,exc
2101,0.36677554,0.3355523,0.4186394,0.38600025,0.3417606,0.39524102,0.49736145,0.55533034,0.317041,0.22689077,0.3589057,0.38748592,exc
2102,0.36874953,0.2682126,0.26741713,0.2616516,0.27703422,0.24901333,0.29762927,0.3209924,0.28892535,0.30041164,0.48284763,0.5381175,exc
2103,0.28995934,0.1293745,0.13641068,0.16219914,0.12389112,0.16659012,0.39590096,0.5335769,0.24056445,0.2050929,0.33934566,0.4186083,exc
2104,0.51472825,0.5752469,0.31991714,0.24293683,0.31315652,0.32265818,0.29799366,0.23908415,0.22504234,0.31487194,0.27821848,0.38195017,exc
2105,0.4107045,0.32789144,0.23896347,0.22313559,0.22259378,0.28176087,0.34808806,0.4357089,0.50597924,0.42242587,0.4479153,0.45096657,exc
2106,0.3824787,0.30239692,0.29812315,0.32333773,0.38663748,0.3361011,0.3029129,0.36219925,0.33797157,0.2951133,0.38427332,0.4536555,exc
2107,0.36241755,0.2635966,0.19826111,0.19010773,0.24881136,0.30847624,0.24498196,0.26438192,0.29288727,0.343054,0.34772453,0.39617774,exc
2108,0.31149307,0.2653023,0.26466027,0.33349806,0.35865358,0.38483024,0.46540213,0.42379242,0.42493874,0.36160648,0.26843414,0.32409486,exc
2109,0.4947424,0.48419365,0.5550611,0.57046425,0.60042787,0.5269628,0.5714268,0.5964878,0.61331683,0.50507325,0.4388844,0.4963365,exc
2111,0.543679,0.49331415,0.4368289,0.36515367,0.37706998,0.31080562,0.3334509,0.44024396,0.46331212,0.50184494,0.51020974,0.57854736,exc
2112,0.20722996,0.31097457,0.46366173,0.27678928,0.15595105,0.13323076,0.15629014,0.21223804,0.3671913,0.4548174,0.33232203,0.23396827,exc
2113,0.34090543,0.35480827,0.275926,0.25146234,0.31098303,0.43438733,0.5122081,0.3902351,0.31569853,0.27365458,0.2482561,0.2524227,exc
2114,0.39216882,0.37975958,0.5653095,0.556803,0.4586647,0.425441,0.43702686,0.42525375,0.2841308,0.30478138,0.36906072,0.44825155,exc
2115,0.31496072,0.38748816,0.43678775,0.4245307,0.378725,0.35313785,0.3017158,0.2307474,0.23952271,0.30576643,0.32867807,0.2967948,exc
2116,0.40603906,0.36461434,0.35488912,0.36288083,0.34401602,0.3481435,0.33357835,0.3446641,0.26755276,0.25262973,0.27509764,0.38124064,exc
2117,0.36003596,0.2989321,0.2791553,0.28228176,0.36219928,0.37765655,0.38670486,0.42561218,0.37011454,0.4888228,0.4253621,0.35051745,exc
2118,0.37124425,0.32709885,0.23001069,0.429127,0.5888516,0.41976464,0.31926993,0.30317122,0.42495117,0.32815978,0.17566366,0.19689953,exc
2119,0.46721557,0.41053063,0.40398008,0.31629097,0.35246807,0.4092413,0.47418457,0.3944162,0.2569339,0.3320318,0.28242004,0.3888367,exc
2120,0.3123268,0.41880703,0.3443752,0.31458843,0.44790134,0.55555767,0.6114855,0.54816264,0.5214972,0.36384103,0.26816067,0.29400423,exc
2121,0.36052394,0.32333717,0.278884,0.24707825,0.4272291,0.45100084,0.39228207,0.2678583,0.1601626,0.13124348,0.19936842,0.26925784,exc
2127,0.5203391,0.43678507,0.32836497,0.35830513,0.368457,0.3403218,0.2943508,0.31277034,0.372971,0.36172253,0.33185092,0.3547916,exc
2133,0.40743378,0.32082784,0.22892253,0.34019813,0.41830567,0.4168434,0.41154334,0.3143554,0.36574724,0.51617634,0.4166721,0.40303674,exc
2137,0.20393269,0.24018805,0.3410253,0.4419202,0.50184125,0.44566116,0.31933358,0.29904217,0.30027205,0.3412267,0.2683346,0.20009597,exc
2138,0.33944336,0.36012888,0.3887387,0.42276454,0.42818135,0.3817239,0.36254278,0.33065173,0.35019663,0.32796264,0.33141315,0.37559053,exc
2139,0.3529557,0.27368405,0.33612692,0.33847573,0.3636476,0.35628942,0.33851174,0.42289153,0.36734477,0.36442673,0.48342922,0.4895105,exc
2144,0.3734289,0.37102506,0.3115799,0.2963695,0.3005343,0.3477456,0.42363793,0.56192654,0.49109715,0.38004142,0.3695754,0.3708717,exc
2198,0.6033516,0.47921026,0.34687397,0.26618,0.26139352,0.2883319,0.31724042,0.44562322,0.5374199,0.5192608,0.47870752,0.5424446,sad
2199,0.5226685,0.42517608,0.35817745,0.33055836,0.32016334,0.39044484,0.5543794,0.5935322,0.56072676,0.56135494,0.48625153,0.51328635,sad
2200,0.42215127,0.34698895,0.2937744,0.2701501,0.22278309,0.2632288,0.31922382,0.45617962,0.58099085,0.44445214,0.3966853,0.41478795,sad
2211,0.559144,0.5228263,0.41748196,0.3282832,0.31165007,0.46049234,0.5566352,0.4402686,0.43786857,0.46213377,0.42678997,0.4430497,sad
2213,0.52014786,0.4186186,0.29269448,0.28341976,0.35297465,0.376436,0.37235415,0.37302506,0.41913363,0.42195234,0.38809508,0.45618665,ang
2222,0.50714475,0.4215924,0.33399346,0.36245623,0.38853943,0.3457781,0.32840756,0.3733606,0.4496813,0.44016325,0.46369958,0.5133162,sad
2230,0.49419084,0.33958563,0.27129388,0.2261639,0.2679147,0.33192793,0.24824856,0.19144526,0.23697819,0.25774804,0.38604513,0.53164107,ang
2231,0.35867363,0.49983874,0.51259387,0.31893334,0.24762595,0.28461254,0.26634064,0.32283098,0.37612498,0.37095156,0.32568303,0.33673212,ang
2232,0.4037073,0.4244822,0.32215166,0.35295114,0.3462335,0.38724193,0.44042522,0.2774029,0.22722171,0.28859168,0.4172164,0.38831386,ang
2234,0.57905364,0.5523001,0.51450306,0.39065763,0.36439094,0.40965986,0.3578681,0.32290527,0.3729335,0.49454212,0.5171876,0.5257651,ang
2238,0.6944239,0.55993164,0.49985173,0.38358238,0.38211694,0.3612454,0.4086559,0.5230259,0.5714125,0.65729,0.5713492,0.60219246,sad
2250,0.4529141,0.43081078,0.36653703,0.36048126,0.334533,0.38083312,0.37062675,0.3305723,0.3672314,0.39462912,0.3830603,0.43578306,ang
2252,0.3382124,0.34241045,0.36442038,0.3865576,0.44049332,0.4345179,0.3638757,0.30480796,0.33895537,0.2976347,0.26187465,0.30792305,ang
2260,0.41902566,0.39385855,0.37343976,0.34683052,0.31035674,0.25376973,0.2532317,0.29920447,0.45423087,0.43082717,0.30836257,0.35110524,ang
2262,0.53154397,0.37096217,0.26283497,0.23971975,0.21541874,0.2763072,0.2843731,0.2787542,0.2381128,0.2403892,0.46061456,0.6195699,ang
2264,0.39368257,0.43213034,0.44972128,0.42278346,0.48825344,0.6193305,0.5989058,0.46134695,0.39163384,0.39611807,0.37766773,0.43177536,ang
2266,0.6849102,0.537503,0.47242793,0.41634995,0.40872774,0.4114359,0.4142788,0.4250241,0.47164023,0.5194739,0.4421416,0.5276063,sad
2275,0.37798765,0.43635634,0.35802636,0.3577263,0.3756599,0.342146,0.35191625,0.30670837,0.33533266,0.40689987,0.36961463,0.38529265,ang
2276,0.43318805,0.40778193,0.396767,0.36999077,0.35395378,0.3744687,0.38985598,0.33841437,0.3549106,0.39421207,0.4098323,0.45433614,ang
2277,0.48845217,0.4244633,0.3326167,0.31297228,0.31909844,0.3300646,0.31920683,0.3452809,0.39445576,0.37477142,0.41752455,0.47920278,ang
2289,0.45344687,0.42402944,0.33928806,0.27706757,0.33491114,0.4144196,0.40060982,0.38322654,0.35169372,0.5098419,0.5337446,0.5095822,ang
2296,0.49583602,0.513847,0.49096465,0.44733372,0.43118492,0.37811336,0.32019526,0.3207249,0.36887255,0.4199676,0.39720485,0.41554412,ang
2297,0.4450551,0.46676606,0.39468738,0.35618293,0.36788642,0.31535035,0.27707744,0.26061243,0.29258585,0.28014737,0.3133272,0.37377533,ang
2319,0.43524414,0.43060824,0.41395533,0.3576584,0.3807883,0.41062167,0.31529728,0.3004709,0.35291985,0.35486513,0.39547393,0.45822862,ang
2320,0.3999544,0.41648957,0.42196018,0.42709175,0.41497996,0.36009124,0.28896388,0.32227144,0.42511237,0.45661816,0.4623989,0.44902265,ang
2321,0.49603885,0.49431357,0.48735082,0.37600636,0.43547857,0.5009866,0.42231643,0.36290902,0.3636355,0.3897928,0.4032013,0.4888708,ang
2331,0.26422334,0.2604452,0.2250415,0.19038998,0.24323702,0.48063847,0.6132785,0.4052544,0.3313008,0.4294606,0.41583532,0.2870517,sad
2342,0.41767532,0.46787658,0.52187264,0.41582778,0.38017416,0.4119044,0.40620753,0.48901993,0.5492883,0.5726887,0.45729998,0.38836405,sad
2343,0.41894633,0.42306632,0.46861094,0.37700525,0.3983213,0.44802392,0.34895867,0.32884577,0.42215958,0.5409782,0.49384084,0.40545723,sad
2344,0.42401132,0.37571654,0.36807173,0.36579382,0.39135456,0.4256864,0.496116,0.57330734,0.5970611,0.52322376,0.35612005,0.35701427,sad
2345,0.60039204,0.5326132,0.44684687,0.39653575,0.33704272,0.3767042,0.33574814,0.3576746,0.43552533,0.60219723,0.53013235,0.48912773,sad
2346,0.4874339,0.44513562,0.47106656,0.40787953,0.4090008,0.43846527,0.34828335,0.40704617,0.59757924,0.77127177,0.55083567,0.46142563,sad
2347,0.73298204,0.6484912,0.62164176,0.578574,0.47724336,0.5688368,0.46409938,0.456179,0.5099621,0.6248127,0.7056438,0.7641005,sad
2348,0.50055623,0.5336843,0.6008319,0.5018724,0.35290936,0.41690442,0.35692185,0.39992172,0.4380812,0.5283476,0.5356183,0.4954866,sad
2362,0.59947145,0.525924,0.49418303,0.44675314,0.48709112,0.49696597,0.42460153,0.41212794,0.45841396,0.5164233,0.46054816,0.54914916,exc
2372,0.7305341,0.63293105,0.6031449,0.564466,0.5457514,0.62996006,0.5224727,0.49074802,0.46044934,0.46594134,0.44597593,0.58577675,sad
2373,0.6470895,0.5311987,0.5510982,0.5130696,0.59927034,0.594193,0.52102596,0.61172897,0.53612506,0.48299074,0.46314263,0.595109,sad
2374,0.6499848,0.5749894,0.6783804,0.5746511,0.45661527,0.54025954,0.5103777,0.5714889,0.541009,0.45782423,0.4049117,0.5083829,sad
2375,0.5298178,0.5334281,0.45947787,0.41906372,0.4428631,0.52838665,0.5163974,0.5378618,0.46404088,0.41558897,0.41075477,0.44504157,sad
2376,0.6686878,0.5009328,0.5724706,0.5849263,0.66044927,0.5676572,0.44713572,0.5350698,0.49051285,0.5065586,0.49358442,0.6687604,sad
2377,0.6794031,0.62731934,0.68083495,0.6104527,0.5098263,0.5532101,0.40747982,0.4428793,0.41730753,0.4416713,0.45546114,0.5722152,sad
2378,0.6193128,0.57176465,0.5343904,0.48246044,0.49046302,0.53723204,0.44478983,0.47481537,0.4585378,0.54724467,0.53955215,0.5669163,sad
2379,0.56203675,0.49749896,0.47790578,0.48704377,0.5234691,0.5652982,0.48483536,0.50360876,0.44639078,0.42657375,0.43972203,0.5232636,sad
2380,0.5287175,0.50451726,0.45031023,0.42124298,0.48650467,0.46640557,0.46302742,0.54140985,0.52420616,0.48946488,0.4313864,0.50760776,sad
2381,0.52349013,0.47166672,0.48535925,0.44910908,0.45028424,0.5398144,0.47456872,0.5239036,0.49404767,0.4616303,0.42510387,0.5004014,sad
2382,0.5247268,0.45159233,0.46529818,0.46464205,0.5196183,0.46507353,0.379765,0.3974959,0.47271818,0.52254796,0.46812785,0.54155254,sad
